f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,label
1.0506965,1.0541823,1.0504875,1.024821,1.0187913,1.027705,1.0194794,1.0182298,1.0237999,1.0301067,0.0063068145,0.005938398,0.003542447,0.0,0
1.0541823,1.0504875,1.024821,1.0187913,1.027705,1.0194794,1.0182298,1.0237999,1.0301067,1.0211011,-0.009005536,-0.0013493607,0.00095708674,0.0,0
1.0504875,1.024821,1.0187913,1.027705,1.0194794,1.0182298,1.0237999,1.0301067,1.0211011,1.0301951,0.009093928,4.4196127e-05,0.0021317357,0.0,0
1.024821,1.0187913,1.027705,1.0194794,1.0182298,1.0237999,1.0301067,1.0211011,1.0301951,1.0179528,-0.012242259,-0.0015741658,-0.004051289,0.0,0
1.0187913,1.027705,1.0194794,1.0182298,1.0237999,1.0301067,1.0211011,1.0301951,1.0179528,0.8446034,-0.1733494,-0.09279583,-0.058832575,0.0,0
1.027705,1.0194794,1.0182298,1.0237999,1.0301067,1.0211011,1.0301951,1.0179528,0.8446034,0.12837271,-0.7162307,-0.44479004,-0.30060744,1.0,1
1.0194794,1.0182298,1.0237999,1.0301067,1.0211011,1.0301951,1.0179528,0.8446034,0.12837271,0.11732346,-0.011049252,-0.36363998,-0.3002098,1.0,2
1.0182298,1.0237999,1.0301067,1.0211011,1.0301951,1.0179528,0.8446034,0.12837271,0.11732346,0.19248098,0.07515752,0.032054134,-0.21737415,1.0,3
1.0237999,1.0301067,1.0211011,1.0301951,1.0179528,0.8446034,0.12837271,0.11732346,0.19248098,0.55893743,0.36645645,0.22080699,0.14352158,1.0,3
1.0301067,1.0211011,1.0301951,1.0179528,0.8446034,0.12837271,0.11732346,0.19248098,0.55893743,0.7433819,0.1844445,0.27545047,0.20868616,1.0,3
1.0211011,1.0301951,1.0179528,0.8446034,0.12837271,0.11732346,0.19248098,0.55893743,0.7433819,0.7943361,0.050954174,0.11769934,0.20061837,0.0,0
1.0301951,1.0179528,0.8446034,0.12837271,0.11732346,0.19248098,0.55893743,0.7433819,0.7943361,0.82662344,0.03228735,0.04162076,0.089228675,0.0,0
1.0179528,0.8446034,0.12837271,0.11732346,0.19248098,0.55893743,0.7433819,0.7943361,0.82662344,0.8797206,0.053097177,0.042692263,0.045446232,0.0,0
0.8446034,0.12837271,0.11732346,0.19248098,0.55893743,0.7433819,0.7943361,0.82662344,0.8797206,0.9185101,0.038789477,0.045943327,0.041391335,0.0,0
0.12837271,0.11732346,0.19248098,0.55893743,0.7433819,0.7943361,0.82662344,0.8797206,0.9185101,0.93046826,0.01195818,0.02537383,0.034614943,0.0,0
